0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1.0,0.8333333333333333,0.65,0.6818181818181818,0.4,0.8852459016393444,0.59375,0.8253968253968254,0.5714285714285714,0.7872340425531915,0.7307692307692308,0.7962962962962962,0.7391304347826088,0.6666666666666666,0.5686274509803921,0.703125,0.8,0.7826086956521741,0.8771929824561404,0.6792452830188679,0.8059701492537313,0.6891891891891893,0.6521739130434783,0.803030303030303,0.7464788732394366,0.7804878048780487,0.6734693877551019,0.671875,0.7659574468085106,0.9444444444444444,0.8133333333333335,0.8961038961038962,0.8666666666666667,0.7183098591549296,0.7826086956521738
0.0,0.95,0.9166666666666666,0.8409090909090909,0.82,0.7868852459016396,0.671875,0.873015873015873,0.9821428571428572,0.8936170212765958,0.8076923076923077,0.7962962962962962,0.8260869565217391,0.8888888888888887,0.7647058823529411,0.875,0.76,0.8043478260869564,0.7192982456140351,0.660377358490566,0.7313432835820896,0.7027027027027026,0.7246376811594203,0.7272727272727273,0.7887323943661972,0.8780487804878049,0.7755102040816326,0.71875,0.9361702127659576,0.8055555555555555,0.8133333333333335,0.7792207792207793,0.7733333333333333,0.7042253521126759,0.7826086956521738
1.0,0.8999999999999999,0.6666666666666666,0.7500000000000001,0.7000000000000001,0.8032786885245904,0.640625,0.5555555555555556,0.8035714285714286,1.0,0.8269230769230769,0.7592592592592592,0.6666666666666667,0.7222222222222222,0.07843137254901955,0.46875,0.78,0.7826086956521741,0.7017543859649122,0.7358490566037735,0.7611940298507462,0.5135135135135136,0.11594202898550725,0.12121212121212123,0.15492957746478872,0.8048780487804877,0.5918367346938775,0.65625,0.17021276595744672,0.11111111111111112,0.13333333333333336,0.8181818181818182,0.8533333333333334,0.6338028169014085,0.8840579710144927
1.0,0.8333333333333333,0.8333333333333334,0.7500000000000001,0.68,0.7049180327868854,0.546875,0.8888888888888888,0.8571428571428572,0.7446808510638298,0.75,0.7777777777777778,0.7391304347826088,0.8055555555555555,0.6862745098039216,0.8125,0.8200000000000001,0.7173913043478259,0.6491228070175439,0.490566037735849,0.6567164179104478,0.6081081081081081,0.5797101449275363,0.8787878787878787,0.8591549295774649,0.8780487804878049,0.8979591836734693,0.8125,0.8297872340425532,0.8472222222222222,0.7733333333333334,0.7402597402597403,0.7066666666666667,0.5915492957746479,0.7101449275362318
1.0,0.8,0.9166666666666666,0.8181818181818182,0.9,0.819672131147541,0.6875,0.873015873015873,0.75,0.7872340425531915,0.8076923076923077,0.6666666666666666,0.6376811594202899,0.7083333333333333,0.2352941176470588,0.515625,0.6400000000000001,0.5434782608695653,0.7017543859649122,0.5660377358490566,0.6567164179104478,0.5675675675675675,0.4782608695652174,0.7878787878787878,0.7887323943661972,0.8780487804878049,0.7346938775510203,0.71875,0.6595744680851063,0.6944444444444444,0.7866666666666667,0.7662337662337663,0.6666666666666667,0.5633802816901409,0.4927536231884058
1.0,0.5833333333333334,0.7333333333333333,0.9090909090909092,0.84,0.7049180327868854,0.515625,0.7936507936507937,0.625,0.6382978723404255,0.596153846153846,0.3333333333333333,0.4782608695652174,0.6388888888888888,0.7843137254901958,0.640625,0.78,0.6521739130434782,0.6491228070175439,0.6415094339622641,0.29850746268656714,0.3108108108108108,0.5652173913043479,0.6666666666666667,0.7887323943661972,0.7804878048780487,0.6734693877551019,0.65625,0.9361702127659576,0.8472222222222222,0.7466666666666668,0.5714285714285714,0.36,0.2676056338028169,0.2318840579710145
1.0,0.8666666666666667,0.7666666666666667,0.7954545454545455,0.82,0.639344262295082,0.515625,0.8095238095238095,0.6964285714285714,0.7446808510638298,0.6923076923076923,0.6666666666666666,0.7101449275362319,0.7916666666666666,0.4901960784313726,0.6875,0.76,0.6956521739130433,0.6491228070175439,0.6415094339622641,0.582089552238806,0.6081081081081081,0.5217391304347826,0.8484848484848484,0.7887323943661972,0.8536585365853658,0.5918367346938775,0.6875,0.4680851063829787,0.6944444444444444,0.7066666666666668,0.5194805194805195,0.64,0.4507042253521126,0.6666666666666666
1.0,0.5166666666666667,0.5166666666666667,0.4545454545454545,0.42,0.6721311475409837,0.453125,0.857142857142857,0.6428571428571428,0.5106382978723404,0.42307692307692296,0.4814814814814814,0.463768115942029,0.9861111111111109,0.5098039215686274,0.46875,0.44,0.6739130434782609,0.0,0.15094339622641506,0.41791044776119396,0.1756756756756757,0.8695652173913044,0.6363636363636365,0.6901408450704226,0.7073170731707318,0.3265306122448979,0.390625,0.6170212765957446,0.6944444444444444,0.7466666666666668,0.5194805194805195,0.15999999999999998,0.3661971830985915,0.10144927536231883
1.0,0.75,0.7166666666666667,0.5681818181818182,0.5399999999999999,0.9672131147540984,0.734375,0.7777777777777777,0.8392857142857142,1.0,0.9230769230769232,0.8703703703703703,0.8840579710144928,0.7499999999999999,0.8039215686274509,0.875,0.8800000000000001,0.8478260869565216,0.8245614035087719,0.9056603773584904,0.8358208955223881,0.7702702702702704,0.6521739130434783,0.8181818181818181,0.7887323943661972,0.8048780487804877,0.5510204081632653,0.703125,0.6595744680851063,0.8194444444444444,0.7733333333333334,0.8571428571428572,0.7333333333333334,0.6056338028169014,0.6666666666666666
1.0,0.6666666666666667,0.55,0.8636363636363636,0.7000000000000001,0.8360655737704918,0.640625,0.73015873015873,0.5535714285714286,0.851063829787234,0.8846153846153846,0.8518518518518517,0.8260869565217391,0.7777777777777777,0.4705882352941175,0.65625,0.6800000000000002,0.6521739130434782,0.8596491228070176,0.7358490566037735,0.746268656716418,0.7972972972972974,0.6086956521739131,0.8484848484848484,0.7746478873239437,0.9268292682926829,0.7755102040816326,0.765625,0.553191489361702,0.8333333333333333,0.7466666666666668,0.7792207792207793,0.8133333333333334,0.6056338028169014,0.7536231884057971
